time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_x_raw,acc_y_raw,acc_z_raw,gyro_x_raw,gyro_y_raw,gyro_z_raw
1564084248.73,0.0444111763074,0.16909459881,0.951550348241,-1.27999056722,-0.747634015935,-0.980489795503,727.63271262,2770.4459069,15590.2009056,-167.678764305,-97.9400560875,-128.444163211
1564084248.84,0.0446331446141,0.169494709241,0.951463672792,-1.2733655563,-0.756840079991,-0.999998067861,731.269441358,2777.00131621,15588.780815,-166.810887875,-99.1460504788,-130.99974689
1564084248.96,0.0447108457777,0.169390941442,0.950213789888,-1.27503663425,-0.740698056725,-1.00915856642,732.542497222,2775.30118459,15568.3027335,-167.029799087,-97.0314454309,-132.199772201
1564084249.07,0.0448296049499,0.169395206673,0.950578153086,-1.26127342884,-0.731513747235,-1.01282286245,734.4882475,2775.37106613,15574.2724602,-165.226819179,-95.8283008878,-132.679794981
1564084249.18,0.0449364882049,0.169472287568,0.95046662684,-1.27178730733,-0.734698250374,-1.00161691208,736.23942275,2776.63395951,15572.4452141,-166.604137261,-96.245470799,-131.211815483
1564084249.3,0.044910612822,0.169273105686,0.950830120406,-1.27743300408,-0.725350562741,-0.973974304843,735.815480475,2773.37056356,15578.4006927,-167.343723535,-95.0209237191,-127.590633934
1564084249.41,0.0449849812273,0.169337982618,0.951059608366,-1.28633092505,-0.72380787288,-0.950622675885,737.033932427,2774.43350721,15582.1606235,-168.509351181,-94.8188313472,-124.531570541
1564084249.52,0.0449298424795,0.169469614043,0.952706577217,-1.29815584781,-0.704862200095,-0.973881018984,736.130539185,2776.59015649,15609.1445611,-170.058416063,-92.3369482125,-127.578413487
1564084249.64,0.0449534597941,0.169588082327,0.952675177307,-1.3049814844,-0.692391247261,-0.98488986365,736.517485266,2778.53114084,15608.630105,-170.952574457,-90.7032533912,-129.020572138
1564084249.76,0.0450723716272,0.169792360031,0.953379339264,-1.29433066421,-0.686510901161,-0.988690953621,738.46573674,2781.87802675,15620.1670945,-169.557317011,-89.9329280521,-129.518514924
1564084249.87,0.0449108375895,0.171538709966,0.953109764713,-1.29085179626,-0.68198194845,-0.992111934595,735.819163066,2810.49022408,15615.7503851,-169.10158531,-89.3396352469,-129.966663432
1564084249.98,0.044545730393,0.171181713969,0.953062460116,-1.27169028076,-0.693173066582,-1.00511448159,729.837246759,2804.64120167,15614.9753465,-166.591426779,-90.8056717222,-131.669997089
1564084250.09,0.0446077589162,0.170982487885,0.95272691723,-1.26207850459,-0.69255805,-1.00078623954,730.853522083,2801.3770815,15609.4778119,-165.332284101,-90.72510455,-131.10299738
1564084250.2,0.0432963970871,0.170559043784,0.954304811444,-1.2870156923,-0.67902743584,-0.999944256808,709.368169875,2794.43937335,15635.3300307,-168.599055691,-88.952594095,-130.992697642
1564084250.32,0.0440692964409,0.170275600343,0.954211244362,-1.28121488643,-0.69204072279,-0.999186472349,722.031352887,2789.79543602,15633.7970276,-167.839150122,-90.6573346855,-130.893427878
1564084250.43,0.0439836558593,0.170337884059,0.953931721489,-1.27065064969,-0.720546574175,-1.00613805412,720.628217599,2790.81589242,15629.2173249,-166.45523511,-94.3916012169,-131.80408509
1564084250.54,0.0456888058984,0.169954486278,0.953777807152,-1.29320390533,-0.733224741185,-0.986440279244,748.565395839,2784.53430317,15626.6955924,-169.409711599,-96.0524410953,-129.223676581
1564084250.66,0.045441214371,0.16995122515,0.953321901437,-1.28602091938,-0.737001503708,-0.987032892541,744.508856255,2784.48087286,15619.2260331,-168.468740439,-96.5471969857,-129.301308923
1564084250.77,0.0450718976214,0.171608446385,0.952643031606,-1.27421272057,-0.732767002192,-1.00283342008,738.457970629,2811.63278557,15608.1034298,-166.921866395,-95.9924772872,-131.371178031
1564084250.88,0.0437141219218,0.171732757996,0.951787908133,-1.28343266989,-0.732772744721,-1.00636687197,716.212173566,2813.66950701,15594.0930868,-168.129679755,-95.9932295584,-131.834060227
1564084250.99,0.0453973972296,0.171576083759,0.950603257944,-1.27341001359,-0.725907683989,-1.03092102446,743.79095621,2811.10255631,15574.6837782,-166.81671178,-95.0939066026,-135.050654205
1564084251.11,0.0454963293816,0.171752459758,0.950611291525,-1.26057282902,-0.71438561788,-1.03240907469,745.411860589,2813.99230068,15574.8154003,-165.135040602,-93.5845159423,-135.245588784
1564084251.22,0.0457318526935,0.171325260658,0.950716177998,-1.23756898123,-0.703252399604,-1.01848114432,749.27067453,2806.99307061,15576.5338603,-162.121536542,-92.1260643481,-133.421029906
1564084251.33,0.0443324955491,0.171087265842,0.950761747698,-1.22831589991,-0.700866090941,-1.02273990012,726.343607077,2803.09376355,15577.2804743,-160.909382888,-91.8134579133,-133.978926915
1564084251.44,0.0445135038067,0.170751000195,0.949582057303,-1.22685835572,-0.689558107801,-1.01206896354,729.309246369,2797.5843872,15557.9524269,-160.718444599,-90.332112122,-132.581034224
1564084251.56,0.0445299268635,0.170594845488,0.951254710948,-1.24539389419,-0.687014510762,-1.01696893741,729.578321732,2795.02594848,15585.3571842,-163.146600139,-89.9989009098,-133.222930801
1564084251.68,0.0445691216772,0.171113485939,0.951637052353,-1.2628392376,-0.696939013884,-1.00687509711,730.220489559,2803.52335363,15591.6214658,-165.431940125,-91.2990108188,-131.900637721
1564084251.8,0.0445067407595,0.171067567033,0.95259151118,-1.25640264208,-0.700527555244,-1.04359216755,729.198440603,2802.77101827,15607.2593192,-164.588746113,-91.7691097369,-136.710573949
1564084251.91,0.044816808871,0.172466669705,0.953035485062,-1.25747993512,-0.686963349338,-1.04228638591,734.278596543,2825.69391644,15614.5333873,-164.729871501,-89.9921987632,-136.539516554
1564084252.02,0.0447540732964,0.171040315234,0.953117678743,-1.25463270497,-0.689259380816,-1.03958446488,733.250736889,2802.3245248,15615.8800485,-164.356884351,-90.2929788869,-136.185564899
1564084252.14,0.0442581581543,0.170733158711,0.953118410869,-1.26275722073,-0.68369222136,-1.0424962474,725.1256632,2797.29207232,15615.8920437,-165.421195916,-89.5636809982,-136.567008409
1564084252.25,0.0446174985889,0.170896170965,0.953363210407,-1.27235936126,-0.671048190064,-1.04588021044,731.01309688,2799.96286508,15619.9028393,-166.679076324,-87.9073128984,-137.010307568
1564084252.36,0.044501451855,0.170896397618,0.953656772179,-1.27565777627,-0.656615126783,-1.0412921894,729.111787192,2799.96657858,15624.7125554,-167.111168692,-86.0165816085,-136.409276811
1564084252.48,0.044519080107,0.171433710981,0.954018634024,-1.28244314369,-0.655075751509,-0.999758390306,729.400608473,2808.76992072,15630.6412998,-168.000051823,-85.8149234477,-130.96834913
1564084252.59,0.0447058439713,0.171160457071,0.953929270621,-1.27404615756,-0.644530008419,-1.00054591005,732.460547625,2804.29292865,15629.1771699,-166.900046641,-84.4334311029,-131.071514217
1564084252.7,0.0448495173866,0.171061012926,0.955386929497,-1.24511482425,-0.646489221318,-1.0058348305,734.814492863,2802.66363578,15653.0594529,-163.110041976,-84.6900879926,-131.764362795
1564084252.82,0.046272768773,0.172460771009,0.954745697484,-1.24732089907,-0.677260146514,-0.973953637525,758.133043577,2825.5972722,15642.5535076,-163.399037779,-88.7210791934,-127.587926516
1564084252.93,0.0460156090832,0.172670748595,0.954632455861,-1.25846667176,-0.684343292168,-0.956710945529,753.919739219,2829.03754498,15640.6981568,-164.859134001,-89.648971274,-125.329133864
1564084253.04,0.0460527200499,0.172786486236,0.954579366525,-1.28376504275,-0.6998784286,-0.93661237006,754.527765297,2830.93379049,15639.8283411,-168.173220601,-91.6840741466,-122.696220478
1564084253.16,0.0459884636699,0.172597681362,0.95489779706,-1.28744960718,-0.703173028488,-0.915470217023,753.474988767,2827.84041144,15645.045507,-168.655898541,-92.115666732,-119.92659843
1564084253.27,0.0459062188654,0.172110374163,0.953206845479,-1.17244510448,-0.700031298159,-0.91323617242,752.127489891,2819.85637029,15617.3409563,-153.590308687,-91.7041000588,-119.633938587
1564084253.39,0.0459298547914,0.173502852372,0.952930106244,-1.15901738792,-0.717814427885,-0.922675913957,752.514740902,2842.67073326,15612.8068607,-151.831277818,-94.0336900529,-120.870544728
1564084253.5,0.0445351114997,0.173047098385,0.952876353432,-1.13471870257,-0.717788710287,-0.937278551569,729.663266811,2835.20365994,15611.9261746,-148.648150036,-94.0303210476,-122.783490255
1564084253.62,0.0445982019122,0.172734576046,0.952632663401,-1.13040713765,-0.722345717121,-0.965688100992,730.69694013,2830.08329394,15607.9335572,-148.083335033,-94.6272889428,-126.50514123
1564084253.73,0.0433366239085,0.174089048129,0.952999279873,-1.09828245442,-0.704309618691,-0.974462802343,710.027246117,2852.27496455,15613.9402014,-143.875001529,-92.2645600486,-127.654627107
1564084253.84,0.0431777662052,0.173525846441,0.953182750324,-1.05181298761,-0.661359572853,-0.955642476307,707.424521505,2843.04746809,15616.9461813,-137.787501376,-86.6381040437,-125.189164396
1564084253.96,0.0437183880222,0.17318986336,0.952688694041,-1.12144084915,-0.640261783506,-0.931070595089,716.282069355,2837.54272128,15608.8515632,-146.908751239,-83.8742936393,-121.970247957
1564084254.07,0.0421053382824,0.173204861399,0.950193262137,-0.540594474159,-0.853334841797,-1.02193300123,689.853862419,2837.78844916,15567.9664069,-70.8178761149,-111.786864275,-133.873223161
1564084254.18,0.0430705857042,0.169287695571,0.950291123423,-0.792641896972,-1.211512808,-1.32737328889,705.668476177,2773.60960424,15569.5697662,-103.836088503,-158.708177848,-173.885900845
1564084254.3,0.0446473161963,0.166909707264,0.950989550144,-1.95841587521,-1.09265160353,-1.2091397768,731.50162856,2734.64864382,15581.0127896,-256.552479653,-143.137360063,-158.39731076
1564084254.41,0.0446259439516,0.163939439663,0.952741181067,-2.01295596708,-0.620791023334,-1.03097389072,731.151465704,2685.98377943,15609.7115106,-263.697231688,-81.3236240568,-135.057579684
1564084254.52,0.044484638619,0.159752526947,0.951583273898,-2.14143136274,-0.552605050772,-0.953067341343,728.836319133,2617.38540149,15590.7403595,-280.527508519,-72.3912616511,-124.851821716
1564084254.64,0.0450654716321,0.157253836752,0.952079243383,-2.39828059288,-0.452306377756,-0.932569767514,738.35268722,2576.44686134,15598.8663236,-314.174757667,-59.252135486,-122.166639544
1564084254.75,0.0456858775939,0.154516734327,0.952842998732,-2.42333802977,-0.487228411736,-0.906488363282,748.517418498,2531.60217521,15611.3796912,-317.4572819,-63.8269219374,-118.74997559
1564084254.86,0.047147563272,0.152297482769,0.953847761359,-2.16421033367,-0.763696410257,-0.915839526953,772.465676648,2495.24195769,15627.8417221,-283.51155371,-100.044229744,-119.974978031
1564084254.98,0.0485119085073,0.149958359492,0.954654391473,-2.33862899496,-0.7491588303,-0.914331910136,794.819108983,2456.91776192,15641.0575499,-306.360398339,-98.1398067693,-119.777480228
1564084255.09,0.0482505614066,0.14753576573,0.954818835138,-2.24217067561,-0.71851775643,-0.909158261107,790.537198085,2417.22598573,15643.7517949,-293.724358505,-94.1258260924,-119.099732205
1564084255.21,0.0476735521409,0.145868126657,0.955528357874,-1.97062536378,-0.748192698344,-0.964807320493,781.083478277,2389.90338715,15655.3766154,-258.151922655,-98.0132434831,-126.389758985
1564084255.32,0.0477157672393,0.144513735867,0.955458920524,-1.79417351442,-0.765739840724,-0.991990710581,781.775130449,2367.71304844,15654.2389539,-235.036730389,-100.311919135,-129.950783086
1564084255.43,0.0475584483279,0.142782088842,0.955909122222,-1.86361112481,-0.804433032224,-0.969890876164,779.197617404,2339.34174359,15661.6150585,-244.13305735,-105.380727221,-127.055704777
1564084255.55,0.0469041659951,0.141321262771,0.956631686562,-1.86198283676,-0.856050797704,-0.943130796181,768.477855664,2315.40756924,15673.4535526,-243.919751615,-112.142654499,-123.5501343
1564084255.66,0.0466571087706,0.138297534931,0.956647228844,-2.00860898056,-0.829224343888,-0.915229930303,764.430070097,2265.86681231,15673.7081974,-263.127776454,-108.628389049,-119.89512087
1564084255.77,0.0465812416435,0.137382820501,0.956636802834,-1.81003815884,-0.797446947667,-0.935157318952,763.187063088,2250.88013108,15673.5373776,-237.114998808,-104.465550144,-122.505608783
1564084255.89,0.0461955784167,0.134801765013,0.956920388176,-1.7275076254,-0.785641184198,-0.929427846599,756.868356779,2208.59211797,15678.1836399,-226.303498928,-102.91899513,-121.755047904
1564084256.0,0.0454578565125,0.134041315074,0.956882646233,-1.67613090866,-0.758222103946,-0.918927810031,744.781521101,2196.13290618,15677.5652759,-219.573149035,-99.3270956169,-120.379543114
1564084256.11,0.0450380474238,0.133308082004,0.957312545672,-1.66958652009,-0.789270122559,-0.938485410707,737.903368991,2184.11961556,15684.6087483,-218.715834131,-103.394386055,-122.941588803
1564084256.23,0.0448067036189,0.132404031616,0.955502189543,-1.64384924212,-0.756907995799,-0.906468930705,734.113032092,2169.307654,15654.9478735,-215.344250718,-99.1549474497,-118.747429922
1564084256.34,0.044622908257,0.13151714408,0.955948064338,-1.58404447058,-0.730072158051,-0.922692266642,731.101728883,2154.7768886,15662.2530861,-207.509825646,-95.6394527047,-120.87268693
1564084256.45,0.0445307346188,0.130914257797,0.956129625092,-1.551594222,-0.757064942246,-0.914392505627,729.591555994,2144.89919974,15665.2277775,-203.258843082,-99.1755074343,-119.785418237
1564084256.57,0.0446186767819,0.130664628892,0.956219787583,-1.54376304407,-0.773724860235,-0.915319667278,731.032400395,2140.80927977,15666.7049998,-202.232958774,-101.357956691,-119.906876413
1564084256.68,0.0446978247287,0.128682150378,0.956300933825,-1.48938673967,-0.789482145204,-0.923024341772,732.329160355,2108.32835179,15668.0344998,-195.109662896,-103.422161022,-120.916188772
1564084256.8,0.0443051906933,0.128338349403,0.956618106067,-1.48014272219,-0.808243854348,-0.92766847248,725.89624432,2102.69551661,15673.2310498,-193.898696607,-105.87994492,-121.524569895
1564084256.91,0.0443424450615,0.127662717587,0.956830318898,-1.45426585455,-0.790778247539,-0.928031396224,726.506619888,2091.62596495,15676.7079448,-190.508826946,-103.591950428,-121.572112905
1564084257.02,0.0441318333679,0.127494102079,0.956948068258,-1.44624384925,-0.775059201411,-0.919961081029,723.055957899,2088.86336846,15678.6371503,-189.457944251,-101.532755385,-120.514901615
1564084257.14,0.0440399390936,0.127366762183,0.957444667682,-1.45200114371,-0.77541587669,-0.909644362239,721.550362109,2086.77703161,15686.7734353,-190.212149826,-101.579479846,-119.163411453
1564084257.25,0.0439084061217,0.125592000027,0.957476568102,-1.43809873926,-0.784133831006,-0.883565422199,719.395325898,2057.69932845,15687.2960918,-188.390934844,-102.721531862,-115.747070308
1564084257.36,0.044034167072,0.1270464719,0.957725005041,-1.41566291114,-0.766789150195,-0.908185979215,721.455793308,2081.5293956,15691.3664826,-185.451841359,-100.449378676,-118.972363277
1564084257.48,0.0443670784898,0.125352566897,0.958095082662,-1.42829509331,-0.745072067237,-0.915077304958,726.910213978,2053.77645604,15697.4298343,-187.106657223,-97.604440808,-119.875126949
1564084257.59,0.0444713862659,0.125561450832,0.958501394709,-1.37630527863,-0.717893104788,-0.946470337821,728.61919258,2057.19881044,15704.0868509,-180.295991501,-94.0439967272,-123.987614255
1564084257.7,0.0444187788893,0.125505305749,0.95828113805,-1.42569765153,-0.703355702706,-0.928159181901,727.757273322,2056.2789294,15700.4781658,-186.766392351,-92.1395970545,-121.588852829
1564084257.82,0.0444690885003,0.126016298612,0.957887594558,-1.41671567264,-0.720806391977,-0.938396698826,728.58154599,2064.65103646,15694.0303492,-185.589753116,-94.425637349,-122.929967546
1564084257.93,0.0444167109003,0.125914668751,0.958583210102,-1.41397540309,-0.728115065757,-0.943030311386,727.723391391,2062.98593281,15705.4273143,-185.230777804,-95.3830736141,-123.536970792
1564084258.04,0.0444672273103,0.125994100313,0.958305943779,-1.40234885514,-0.726295925593,-0.922773081774,728.551052252,2064.28733953,15700.8845829,-183.707700024,-95.1447662527,-120.883273712
1564084258.16,0.0442441373918,0.124356604344,0.957665779089,-1.40791549635,-0.723131981889,-0.918282033139,724.895947026,2037.45860558,15690.3961246,-184.436930021,-94.7302896274,-120.294946341
1564084258.27,0.0443119111526,0.122931686097,0.957870880867,-1.39765829786,-0.724101226448,-0.916530165703,726.006352324,2014.11274502,15693.7565121,-183.093237019,-94.8572606647,-120.065451707
1564084258.38,0.0445438059748,0.123089689363,0.957786917781,-1.34720544517,-0.736423928231,-0.924877149132,729.805717091,2016.70147052,15692.3808609,-176.483913317,-96.4715345982,-121.158906536
1564084258.5,0.0444839566273,0.123427204801,0.957711351003,-1.34607268691,-0.734537260599,-0.959106991471,728.825145382,2022.23132347,15691.1427748,-176.335521986,-96.2243811384,-125.643015883
1564084258.61,0.0441127094021,0.123706554634,0.957496856527,-1.33512954036,-0.735892694844,-0.979226826675,722.742630844,2026.80819112,15687.6284973,-174.901969787,-96.4019430246,-128.278714294
1564084258.72,0.0441203837744,0.123957969483,0.957328225562,-1.32680742602,-0.737112585665,-0.969853762328,722.86836776,2030.92737201,15684.8656476,-173.811772808,-96.5617487221,-127.050842865
1564084258.84,0.044298189147,0.12254850066,0.957371770193,-1.34069156891,-0.730576899618,-0.977448538767,725.781530984,2007.83463481,15685.5790828,-175.630595528,-95.7055738499,-128.045758578
1564084258.95,0.0443361436698,0.122891306844,0.957386546299,-1.34860714485,-0.722404705839,-0.962146432982,726.403377885,2013.45117133,15685.8211746,-176.667535975,-94.6350164649,-126.041182721
1564084259.07,0.0440773339903,0.123517215222,0.955690860419,-1.33130368227,-0.704362708538,-0.942267667546,722.163040097,2023.70605419,15658.0390571,-174.400782377,-92.2715148184,-123.437064449
1564084259.18,0.0439908896538,0.124080532762,0.955727243127,-1.33786797053,-0.711025674325,-0.946514183235,720.746736087,2032.93544877,15658.6351514,-175.26070414,-93.1443633366,-123.993358004
1564084259.29,0.0439130897509,0.124196893548,0.956175026627,-1.34911934142,-0.740686465671,-0.943465818346,719.472062478,2034.8419039,15665.9716363,-176.734633726,-97.0299270029,-123.594022203
1564084259.41,0.0441116245258,0.124619001069,0.956211820839,-1.32489443018,-0.72997659773,-0.96133297697,722.724856231,2041.75771351,15666.5744726,-173.561170353,-95.6269343026,-125.934619983
1564084259.52,0.0441682355107,0.125145382212,0.956464662193,-1.3122523154,-0.708123976125,-0.952985938815,723.652370608,2050.38194216,15670.7170254,-171.905053318,-92.7642408724,-124.841157985
1564084259.63,0.0442924275846,0.125033187741,0.956521320974,-1.27034006096,-0.703723792253,-0.97600795562,725.687133547,2048.54374794,15671.6453228,-166.414547986,-92.1878167851,-127.857042186
1564084259.75,0.0441844738887,0.125151939279,0.956206102939,-1.26926025334,-0.696710191654,-0.972300289829,723.918420192,2050.48937315,15666.4807905,-166.273093187,-91.2690351066,-127.371337968
1564084259.86,0.0440873155623,0.125209987539,0.95633744577,-1.27057850281,-0.702611691572,-0.951406138709,722.326578173,2051.44043583,15668.6327115,-166.445783869,-92.042131596,-124.634204171
1564084259.97,0.0439510449436,0.12514016066,0.956333584005,-1.26794813345,-0.710976476613,-0.957028883617,720.093920356,2050.29639225,15668.5694403,-166.101205482,-93.1379184364,-125.370783754
1564084260.09,0.0441701982617,0.126664230531,0.956305694355,-1.27397774758,-0.721558218265,-0.945295460904,723.68452832,2075.26675302,15668.1124963,-166.891084934,-94.5241265927,-123.833705378
1564084260.2,0.044220951873,0.126326909041,0.956695632732,-1.30077844611,-0.694440564377,-0.950002556035,724.516075488,2069.74007772,15674.5012467,-170.40197644,-90.9717139335,-124.450334841
1564084260.31,0.0438271769982,0.126218632199,0.956338569459,-1.28825785341,-0.678431622444,-0.944315277531,718.064467939,2067.96606995,15668.651122,-168.761778796,-88.8745425401,-123.705301356
1564084260.43,0.0438145764859,0.126414151792,0.95716467345,-1.28920306043,-0.678527391497,-0.955227261228,717.858021145,2071.16946295,15682.1860098,-168.885600917,-88.8870882861,-125.134771221
1564084260.54,0.0438520641498,0.1265412913,0.95749312798,-1.28929038798,-0.716018163798,-0.980315222128,718.472219031,2073.25251666,15687.5674088,-168.897040825,-93.7983794575,-128.421294099
1564084260.66,0.0456436155473,0.12658247467,0.957691080807,-1.2809720362,-0.736019400853,-0.959382936556,747.824997128,2073.92726499,15690.8106679,-167.807336742,-96.4185415117,-125.679164689
1564084260.77,0.0457179258676,0.12679043814,0.957893652414,-1.29714964174,-0.750967079088,-0.939017161985,749.042497415,2077.33453849,15694.1296012,-169.926603068,-98.3766873606,-123.01124822
1564084260.88,0.0454674223433,0.126709050576,0.957807412173,-1.28193849436,-0.746099378813,-0.936718499221,744.938247673,2076.00108464,15692.716641,-167.933942761,-97.7390186245,-122.710123398
1564084261.0,0.044973414484,0.126635801769,0.957705381893,-1.28885914874,-0.767672647039,-0.956787107314,736.844422906,2074.80097618,15691.0449769,-168.840548485,-100.565116762,-125.339111058
1564084261.11,0.0449682605356,0.126423393467,0.958004179641,-1.29432437891,-0.746630573174,-0.97942900727,736.759980615,2071.32087856,15695.9404792,-169.556493637,-97.8086050859,-128.305199952
1564084261.22,0.0452321766696,0.125939257245,0.958297511677,-1.27099881124,-0.737616370819,-0.988356335551,741.083982554,2063.38879071,15700.7464313,-166.500844273,-96.6277445773,-129.474679957
1564084261.33,0.0453476308776,0.125698847146,0.958146471447,-1.25382259424,-0.76767152763,-0.985703908102,742.975584299,2059.44991164,15698.2717882,-164.250759846,-100.56497012,-129.127211961
1564084261.45,0.0440355240398,0.125995173369,0.958230261802,-1.25744796841,-0.745866206928,-0.976446494391,721.478025869,2064.30492047,15699.6446094,-164.725683861,-97.7084731076,-127.914490765
1564084261.56,0.0440509169484,0.126066554469,0.958525399684,-1.27826805706,-0.736165082419,-0.984908715181,721.730223282,2065.47442842,15704.4801484,-167.453115475,-96.4376257968,-129.023041689
1564084261.67,0.0442844971285,0.12593548496,0.958351570653,-1.25120461013,-0.734304299368,-0.994814790228,725.557200954,2063.32698558,15701.6321336,-163.907803928,-96.1938632171,-130.32073752
1564084261.79,0.0443238208532,0.126086077089,0.958024226088,-1.25051163004,-0.737973106072,-0.991516517312,726.201480858,2065.79428702,15696.2689202,-163.817023535,-96.6744768954,-129.888663768
1564084261.9,0.0442859700178,0.125928641255,0.958095826917,-1.25294138306,-0.730588009205,-0.995418300695,725.581332772,2063.21485832,15697.4420282,-164.135321181,-95.7070292059,-130.399797391
1564084262.02,0.0440321777036,0.124346519317,0.958453236413,-1.27192205392,-0.733865086147,-0.991296317954,721.423199495,2037.29337249,15703.2978254,-166.621789063,-96.1363262853,-129.859817652
1564084262.13,0.0440967333707,0.124387453323,0.958823733084,-1.23633290196,-0.715440409594,-0.988349892266,722.480879546,2037.96403524,15709.3680428,-161.959610157,-93.7226936568,-129.473835887
1564084262.24,0.0440815912836,0.12298386424,0.959425734775,-1.24170724535,-0.730155910619,-0.971957651131,722.232791591,2014.96763172,15719.2312386,-162.663649141,-95.6504242911,-127.326452298
1564084262.36,0.0441656196553,0.123454032504,0.95950366911,-1.26486476509,-0.715155586733,-0.961784786781,723.609512432,2022.67086854,15720.5081147,-165.697284227,-93.685381862,-125.993807068
1564084262.47,0.0428984717522,0.123803941754,0.958963458449,-1.25364546416,-0.719212547143,-0.949575773752,702.848561189,2028.40378169,15711.6573032,-164.227555804,-94.2168436758,-124.394426361
1564084262.58,0.042905499577,0.123874719453,0.958892307917,-1.24736488721,-0.726680605406,-0.934007509354,702.96370507,2029.56340352,15710.4915729,-163.404800224,-95.1951593082,-122.354983725
1564084262.7,0.0429362386818,0.124133731883,0.958828272438,-1.26537649009,-0.731111781507,-0.926866300403,703.467334563,2033.80706317,15709.4424156,-165.764320202,-95.7756433774,-121.419485353
1564084262.81,0.0428418335636,0.124147116507,0.958648570194,-1.29380067314,-0.724412817097,-0.945630052042,701.920601107,2034.02635685,15706.4981741,-169.487888181,-94.8980790396,-123.877536818
1564084262.92,0.0428789392698,0.124085920481,0.958291525675,-1.29266488064,-0.737467718593,-0.953357123174,702.528540996,2033.02372117,15700.6483567,-169.339099363,-96.6082711357,-124.889783136
1564084263.04,0.0429611625303,0.125715414371,0.958604951232,-1.27561213303,-0.72707972536,-0.958021410856,703.875686896,2059.72134905,15705.783521,-167.105189427,-95.2474440221,-125.500804822
1564084263.15,0.0430595775273,0.125497388559,0.958691721734,-1.28774557622,-0.715440455114,-0.952295605649,705.488118207,2056.14921415,15707.2051689,-168.694670484,-93.7226996199,-124.75072434
1564084263.27,0.043123736962,0.125594134078,0.958476846436,-1.3017191102,-0.734736104259,-0.94256222829,706.539306386,2057.73429273,15703.684652,-170.525203436,-96.2504296579,-123.475651906
1564084263.38,0.0430838242033,0.127023978483,0.958576427417,-1.27994414574,-0.761262493833,-0.94296249401,705.885375747,2081.16086346,15705.3161868,-167.672683092,-99.7253866921,-123.528086715
1564084263.49,0.043072316783,0.128139940009,0.958910190925,-1.29240774644,-0.737808000175,-0.972330366747,705.696838173,2099.44477711,15710.7845681,-169.305414783,-96.6528480229,-127.375278044
1564084263.61,0.0433549288547,0.128021258508,0.959161749958,-1.29064788782,-0.738073001684,-0.963646948393,710.327154355,2097.5002994,15714.9061113,-169.074873305,-96.6875632206,-126.237750239
1564084263.72,0.0431942406567,0.129183976408,0.959070770274,-1.27150676316,-0.714647380905,-0.962702100882,707.69443892,2116.55026946,15713.4155002,-166.567385974,-93.6188068986,-126.113975216
1564084263.83,0.0432937619036,0.128692336579,0.95947716981,-1.2603866212,-0.722571955792,-0.945057844992,709.324995028,2108.49524251,15720.0739502,-165.110647377,-94.6569262087,-123.802577694
1564084263.95,0.0433345029007,0.128713727921,0.959720859079,-1.2870197148,-0.716726973953,-0.897116945989,709.992495525,2108.84571826,15724.0665551,-168.599582639,-93.8912335878,-117.522319925
1564084264.06,0.0436153104231,0.128659737942,0.959061273171,-1.28121850668,-0.683985574268,-0.922672426963,714.593245973,2107.96114644,15713.2598996,-167.839624375,-89.602110229,-120.870087932
1564084264.18,0.0437703809433,0.128489076648,0.959541864604,-1.27981421326,-0.70489999394,-0.931168543045,717.133921375,2105.16503179,15721.1339097,-167.655661938,-92.3418992061,-121.983079139
1564084264.29,0.0440564287865,0.129653840858,0.959705842206,-1.33274882247,-0.697768773172,-0.948738711641,721.820529238,2124.24852861,15723.8205187,-174.590095744,-91.4077092855,-124.284771225
1564084264.4,0.0441429734078,0.127674784897,0.95987783611,-1.31016096313,-0.683717086694,-0.914170183989,723.238476314,2091.82367575,15726.6384668,-171.63108617,-89.566938357,-119.756294103
1564084264.52,0.0441964495046,0.127187579845,0.960252357187,-1.3188395233,-0.685574385659,-0.901379119788,724.114628683,2083.84130818,15732.7746201,-172.767977553,-89.8102445213,-118.080664692
1564084264.63,0.0442201639291,0.127017649985,0.960174387093,-1.32130671601,-0.690299389841,-0.908187772695,724.503165814,2081.05717736,15731.4971581,-173.091179797,-90.4292200692,-118.972598223
1564084264.74,0.0429231475362,0.126791470924,0.960153042134,-1.31131344899,-0.678521359254,-0.925002583212,703.252849233,2077.35145962,15731.1474423,-171.782061818,-88.8862980622,-121.175338401
1564084264.86,0.0430497780951,0.126832050394,0.960158245733,-1.30613630256,-0.669447849283,-0.957693164585,705.32756431,2078.01631366,15731.2326981,-171.103855636,-87.697668256,-125.457804561
1564084264.97,0.0434567143481,0.126941814105,0.95994320241,-1.26178221429,-0.726167186492,-0.961160489348,711.994807879,2079.8146823,15727.7094283,-165.293470072,-95.1279014304,-125.912024105
1564084265.08,0.0435788163508,0.126845288944,0.959798491544,-1.28827574859,-0.728359628148,-0.960464287741,713.995327091,2078.23321407,15725.3384855,-168.764123065,-95.4151112874,-125.820821694
1564084265.2,0.0441525753407,0.126880486612,0.959326454889,-1.28387565465,-0.732622901974,-0.942280454387,723.395794382,2078.80989266,15717.6046369,-168.187710759,-95.9736001586,-123.438739525
1564084265.31,0.0444004037441,0.126326227014,0.958877207838,-1.2760987762,-0.732643054525,-0.93583866849,727.456214944,2069.72890339,15710.2441732,-167.168939683,-95.9762401428,-122.594865572
